1,120,3149.5997808
2,120,3040.00008
3,121,3086.24678484
4,122,3131.58015884
5,123,3177.08019984
6,131,3406.47356172
7,143,3734.62693408
8,131,3430.54036292
9,108,2861.66042268
10,77,2090.85379896
11,47,1349.7671458
12,14,523.86049028
13,-20,-330.55284756
14,-55,-1215.7995304
15,-78,-1790.83958232
16,-95,-2225.19296028
17,-137,-3325.02628528
18,-145,-3512.47307372
19,-160,-3921.6997786
20,-179,-4430.85316296
21,-201,-5017.59322348
22,-242,-6103.44659644
23,-261,-6598.18673096
24,-286,-7277.33348
25,-279,-7114.27364212
26,-291,-7483.29369808
27,-299,-7728.80713972
28,-304,-7901.2339142
29,-298,-7789.02070396
30,-294,-7740.18079764
31,-281,-7452.29424408
32,-267,-7145.71433524
33,-278,-7494.04770724
34,-217,-5927.45460176
35,-205,-5714.54123092
36,-179,-5079.25465416
37,-165,-4769.71468324
38,-151,-4444.88140024
39,-136,-4091.4681144
40,-122,-3762.88148624
41,-107,-3404.6348574
42,-88,-2939.98156204
43,-47,-1899.05495856
44,-35,-1636.20824092
45,-25,-1392.5349116
46,-12,-1066.29492208
47,1,-741.12825508
48,16,-361.3015874
49,29,-33.6282400799
50,41,272.12510908
51,49,475.97180072
52,62,816.70514392
53,96,1705.38513056
54,118,2262.09186248
55,137,2756.68524796
56,161,3388.91862416
57,181,3914.7653598
58,201,4448.2654268
59,216,4853.8655096
60,237,5424.84557564
61,249,5756.62567808
62,254,5916.3991112
63,258,6058.31919936
64,262,6201.98595336
65,274,6556.29269408
66,287,6930.20612092
67,300,7305.20622092
68,283,6894.97304672
69,284,6986.74643584
70,301,7479.19316828
71,289,7196.03999392
72,280,7020.94674744
73,287,7261.06014188
74,277,7038.8669376
75,268,6859.61369144
76,240,6179.09381248
77,222,5776.89386488
78,208,5465.88059224
79,190,5043.22733088
80,169,4543.15406036
81,154,4200.3007654
82,138,3822.22081356
83,121,3416.30752272
84,106,3061.1342204
85,93,2753.79424708
86,74,2284.64761804
87,46,1582.59431948
88,25,1069.32097936
89,16,859.94762544
90,-5,321.15431636
91,-39,-549.38566856
92,-55,-939.11239244
93,-66,-1219.71242524
94,-82,-1638.77910844
95,-96,-2002.61914476
96,-118,-2580.92583348
97,-135,-3023.02588928
98,-149,-3394.61927876
99,-167,-3876.77265912
100,-187,-4410.0993838
101,-203,-4839.61279344
102,-217,-5223.61953676
103,-234,-5690.85960828
104,-251,-6157.69302528
105,-259,-6391.13979772
106,-278,-6924.35319996
107,-280,-7002.65999668
108,-293,-7388.37340392
109,-298,-7554.4001872
110,-305,-7782.39361788
111,-309,-7930.65372736
112,-306,-7899.09384448
113,-301,-7822.1006158
114,-275,-7195.25408616
115,-275,-7269.167455
116,-264,-7026.28756676
117,-251,-6740.96098808
118,-197,-5379.51447564
119,-192,-5339.4344338
120,-170,-4799.40786052
121,-156,-4484.04789524
122,-139,-4078.97461472
123,-124,-3726.8013184
124,-112,-3448.70801592
125,-94,-3007.89472688
126,-79,-2649.3014134
127,-77,-2626.17474432
128,-60,-2194.97479672
129,-47,-1882.12813708
130,-20,-1195.34150732
131,-10,-965.3681406
132,-8,-925.34145932
133,9,-482.64148872
134,19,-237.0348006
135,26,-60.94145212
136,35,172.05188856
137,43,378.13857172
138,50,560.39192388
139,56,718.64527804
140,72,1141.44528044
141,81,1372.38532256
142,79,1323.67203932
143,93,1706.45203576
144,104,1995.54541024
145,112,2210.97212072
146,123,2509.71215524
147,143,3043.2655168
148,160,3491.69224328
149,180,4024.9322968
150,197,4479.52570228
151,210,4835.20578092
152,221,5144.87919224
153,233,5484.79260108
154,242,5746.88602156
155,253,6066.21276824
156,273,6621.4328398
157,288,7039.0329466
158,301,7412.03971792
159,285,7028.21987556
160,292,7276.72658988
161,294,7370.32669868
162,291,7338.42680648
163,303,7705.12687508
164,279,7112.74704584
165,260,6686.48045504
166,249,6461.62052076
167,239,6252.5339316
168,228,6014.45400976
169,215,5723.12741908
170,199,5353.05415856
171,189,5141.0342086
172,179,4920.8676016
173,170,4725.28098944
174,162,4553.36104128
175,149,4247.79443508
176,141,4076.69447128
177,136,3977.6011768
178,129,3821.94122412
179,116,3509.79460908
180,92,2913.24799684
181,82,2692.0346606
182,69,2375.29469008
183,57,2085.87470692
184,51,1950.85471096
185,39,1650.87473692
186,21,1197.89475688
187,8,879.62808208
188,-2,632.5347416
189,-16,275.54807824
190,-28,-26.9586020801
191,-47,-517.35193596
192,-59,-819.62530408
193,-76,-1262.69198528
194,-106,-2044.3986592
195,-120,-2397.11873376
196,-133,-2743.20544692
197,-142,-2987.55216956
198,-147,-3132.7322272
199,-154,-3335.55894088
200,-170,-3773.61231144
201,-179,-4020.88571956
202,-194,-4434.6991046
203,-207,-4792.03917792
204,-259,-6177.32584668
205,-257,-6111.83938232
206,-291,-7049.21940156
207,-295,-7165.98623136
208,-297,-7263.32633468
209,-294,-7231.92644348
210,-263,-6470.51992496
211,-288,-7203.9999
212,-277,-6936.28673676
213,-213,-5314.54692224
214,-195,-4946.72688788
215,-186,-4762.44693044
216,-172,-4435.71366524
217,-161,-4190.78704576
218,-156,-4098.2670848
219,-149,-3945.94047212
220,-136,-3637.12719708
221,-125,-3385.12056776
222,-110,-3024.1339464
223,-102,-2848.69396528
224,-108,-3031.81397104
225,-94,-2675.88071224
226,-85,-2470.44739644
227,-69,-2074.38743456
228,-26,-974.56083488
229,-9,-579.14078172
230,4,-257.79410508
231,32,463.73920652
232,51,937.51924296
233,70,1424.18593296
234,97,2123.99261468
235,113,2530.94600944
236,129,2952.44605244
237,147,3429.10609712
238,165,3906.60615212
239,191,4597.07953184
240,208,5047.02628728
241,230,5640.75968648
242,230,5655.333144
243,238,5903.63987272
244,249,6223.37994924
245,279,7040.4000012
246,296,7500.69346128
247,289,7347.94027612
248,290,7429.91368884
249,299,7713.38710456
250,307,7963.47387572
251,308,8032.24732684
252,307,8056.25410016
253,300,7924.77421312
254,301,8008.58096284
255,281,7532.7344352
256,263,7128.72785188
257,243,6667.0679372
258,228,6335.4680024
259,215,6048.46140308
260,199,5678.38814256
261,-321,-7919.4308758
262,154,5055.833693
263,140,4201.04812924
264,126,3872.04817124
265,117,3671.94819944
266,109,3491.19490028
267,99,3255.5349376
268,92,3099.10829512
269,87,2990.7683198
270,72,2616.9683654
271,64,2435.19503828
272,54,2192.0350606
273,44,1949.3684086
274,38,1810.02174596
275,29,1586.61509544
276,24,1469.9350948
277,21,1400.59509748
278,15,1249.85510896
279,7,1048.86178228
280,3,953.68177464
281,-3,801.02177796
282,-10,623.27511012
283,-17,445.44177112
284,-22,318.9350928
285,-26,215.68174864
286,-47,-335.51156364
287,-42,-189.4316338
288,-51,-438.05162056
289,-58,-620.55831088
290,-61,-701.40500652
291,-70,-944.55168356
292,-82,-1261.45837108
293,-115,-2128.30503072
294,-125,-2374.2984554
295,-148,-2988.00514332
296,-161,-3329.03855192
297,-174,-3683.03860992
298,-190,-4117.94533344
299,-198,-4342.30541672
300,-205,-4550.39215388
